Ligne;Mots retenus;PoS;lemmes;Ner_PERS;Ner_ORG;Ner_LIEU;Ner_COVID
du;[];[];[];[];[];[];[]
mouvement;[mouvement];[NC];[mouvement];[];[];[];[]
.;[];[];[];[];[];[];[]
Par;[];[];[];[];[];[];[]
arrêté;[arrêté];[VPP];[arrêter];[];[];[];[]
préfectoral;[préfectoral];[ADJ];[préfectoral];[];[];[];[]
daté;[daté];[VPP];[dater];[];[];[];[]
de;[];[];[];[];[];[];[]
ce;[];[];[];[];[];[];[]
17;[17];[ADJ];[17];[];[];[];[]
novembre;[novembre];[NC];[novembre];[];[];[];[]
et;[];[];[];[];[];[];[]
à;[];[];[];[];[];[];[]
quelques;[];[];[];[];[];[];[]
heures;[heures];[NC];[heure];[];[];[];[]
seulement;[];[];[];[];[];[];[]
des;[];[];[];[];[];[];[]
rassemblements;[rassemblements];[NC];[rassemblement];[];[];[];[]
prévus;[prévus];[VPP];[prévoir];[];[];[];[]
,;[];[];[];[];[];[];[]
toute;[toute];[ADJ];[toute];[];[];[];[]
manifestation;[manifestation];[NC];[manifestation];[];[];[];[]
et;[];[];[];[];[];[];[]
autre;[];[];[];[];[];[];[]
rassemblement;[rassemblement];[NC];[rassemblement];[];[];[];[]
sont;[sont];[V];[être];[];[];[];[]
interdits;[interdits];[ADJ];[interdire];[];[];[];[]
ce;[];[];[];[];[];[];[]
jour;[jour];[NC];[jour];[];[];[];[]
à;[];[];[];[];[];[];[]
Valence;[valence];[NPP];[valence];[];[];[];[]
de;[];[];[];[];[];[];[]
10;[];[];[];[];[];[];[]
heures;[heures];[NC];[heure];[];[];[];[]
à;[];[];[];[];[];[];[]
21;[];[];[];[];[];[];[]
heures;[heures];[NC];[heure];[];[];[];[]
.;[];[];[];[];[];[];[]
Dans;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
document;[document];[NC];[document];[];[];[];[]
de;[];[];[];[];[];[];[]
quatre;[];[];[];[];[];[];[]
pages;[pages];[NC];[page];[];[];[];[]
,;[];[];[];[];[];[];[]
plusieurs;[];[];[];[];[];[];[]
motifs;[motifs];[NC];[motif];[];[];[];[]
sont;[sont];[V];[être];[];[];[];[]
invoqués;[invoqués];[VPP];[invoquer];[];[];[];[]
par;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
préfecture;[préfecture];[NC];[préfecture];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
Drôme;[drôme];[NPP];[drôme];[];[];[drôme];[]
.;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
L'organisateur;[organisateur];[NC];[organisateur];[];[];[];[]
n;[];[];[];[];[];[];[]
';[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
pas;[];[];[];[];[];[];[]
établi;[établi];[VPP];[établir];[];[];[];[]
de;[];[];[];[];[];[];[]
protocole;[protocole];[NC];[protocole];[];[];[];[]
sanitaire;[sanitaire];[ADJ];[sanitaire];[];[];[];[]
visé;[visé];[VPP];[viser];[];[];[];[]
par;[];[];[];[];[];[];[]
l'autorité;[autorité];[NC];[autorité];[];[];[];[]
municipale;[municipale];[ADJ];[municipal];[];[];[];[]
concernée;[concernée];[VPP];[concerner];[];[];[];[]
,;[];[];[];[];[];[];[]
en;[];[];[];[];[];[];[]
se;[];[];[];[];[];[];[]
contentant;[contentant];[VPR];[contenter];[];[];[];[]
d'un;[];[];[];[];[];[];[]
simple;[simple];[ADJ];[simple];[];[];[];[]
mail;[mail];[NC];[mail];[];[];[];[]
dans;[];[];[];[];[];[];[]
lequel;[];[];[];[];[];[];[]
il;[];[];[];[];[];[];[]
s;[];[];[];[];[];[];[]
';[];[];[];[];[];[];[]
engage;[engage];[V];[engager];[];[];[];[]
à;[];[];[];[];[];[];[]
faire;[faire];[VINF];[faire];[];[];[];[]
respecter;[respecter];[VINF];[respecter];[];[];[];[]
et;[];[];[];[];[];[];[]
rappeler;[rappeler];[V];[rappeler];[];[];[];[]
les;[];[];[];[];[];[];[]
consignes;[consignes];[NC];[consigne];[];[];[];[]
sanitaires;[sanitaires];[ADJ];[sanitaire];[];[];[];[]
en;[];[];[];[];[];[];[]
vigueur;[vigueur];[N];[vigueur];[];[];[];[]
,;[];[];[];[];[];[];[]
notamment;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
port;[port];[NC];[port];[];[];[];[]
du;[];[];[];[];[];[];[]
masque;[masque];[ADJ];[masque];[];[];[];[]
,;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
distanciations;[distanciations];[NC];[distanciations];[];[];[];[]
et;[];[];[];[];[];[];[]
tous;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
gestes;[gestes];[NC];[geste];[];[];[];[]
de;[];[];[];[];[];[];[]
prévenance;[prévenance];[NC];[prévenance];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
contamination;[contamination];[NC];[contamination];[];[];[];[]
,;[];[];[];[];[];[];[]
sans;[];[];[];[];[];[];[]
autre;[];[];[];[];[];[];[]
précision;[précision];[NC];[précision];[];[];[];[]
;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
-;[];[];[];[];[];[];[]
il;[];[];[];[];[];[];[]
notamment;[];[];[];[];[];[];[]
indiqué;[indiqué];[VPP];[indiquer];[];[];[];[]
dans;[];[];[];[];[];[];[]
l'arrêté;[arrêté];[NC];[arrêter];[];[];[];[]
.;[];[];[];[];[];[];[]
La;[];[];[];[];[];[];[]
CNT;[cnt];[NPP];[cnt];[];[];[];[]
-;[];[];[];[];[];[];[]
STP;[stp];[NPP];[stp];[];[];[];[]
26;[26];[ADJ];[26];[];[];[];[]
avait;[avait];[V];[avoir];[];[];[];[]
déclaré;[déclaré];[VPP];[déclarer];[];[];[];[]
la;[];[];[];[];[];[];[]
manifestation;[manifestation];[NC];[manifestation];[];[];[];[]
à;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
préfecture;[préfecture];[NC];[préfecture];[];[];[];[]
;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
13;[13];[ADJ];[13];[];[];[];[]
novembre;[novembre];[NC];[novembre];[];[];[];[]
;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Autre;[autre];[ADJ];[autre];[];[];[];[]
motif;[motif];[NC];[motif];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
préfecture;[préfecture];[NC];[préfecture];[];[];[];[]
:;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
Le;[];[];[];[];[];[];[]
mot;[mot];[N];[mot];[];[];[];[]
d'ordre;[ordre];[N];[ordre];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
manifestation;[manifestation];[NC];[manifestation];[];[];[];[]
constitue;[constitue];[V];[constituer];[];[];[];[]
un;[];[];[];[];[];[];[]
risque;[risque];[V];[risque];[];[];[];[]
de;[];[];[];[];[];[];[]
trouble;[trouble];[NC];[trouble];[];[];[];[]
à;[];[];[];[];[];[];[]
l'ordre;[ordre];[NC];[ordre];[];[];[];[]
public;[public];[ADJ];[public];[];[];[];[]
;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Et;[];[];[];[];[];[];[]
d'ajouter;[ajouter];[VINF];[ajouter];[];[];[];[]
:;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
Lors;[];[];[];[];[];[];[]
des;[];[];[];[];[];[];[]
précédentes;[précédentes];[ADJ];[précédent];[];[];[];[]
manifestations;[manifestations];[NC];[manifestation];[];[];[];[]
organisées;[organisées];[VPP];[organisé];[];[];[];[]
par;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
STP;[stp];[NPP];[stp];[];[];[];[]
,;[];[];[];[];[];[];[]
des;[];[];[];[];[];[];[]
groupes;[groupes];[NC];[groupe];[];[];[];[]
de;[];[];[];[];[];[];[]
personnes;[personnes];[NC];[personne];[];[];[];[]
radicalisées;[radicalisées];[VPP];[radicalisées];[];[];[];[]
issus;[issus];[VPP];[issu];[];[];[];[]
de;[];[];[];[];[];[];[]
diverses;[diverses];[ADJ];[diverses];[];[];[];[]
mouvances;[mouvances];[NC];[mouvance];[];[];[];[]
de;[];[];[];[];[];[];[]
l'ultra;[];[];[];[];[];[];[]
-;[];[];[];[];[];[];[]
gauche;[gauche];[NC];[gauche];[];[];[];[]
et;[];[];[];[];[];[];[]
des;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
gilets;[gilets];[NC];[gilet];[];[];[];[]
jaunes;[jaunes];[ADJ];[jaune];[];[];[];[]
;[];[];[];[];[];[];[]
ont;[ont];[V];[avoir];[];[];[];[]
profité;[profité];[VPP];[profiter];[];[];[];[]
des;[];[];[];[];[];[];[]
rassemblements;[rassemblements];[NC];[rassemblement];[];[];[];[]
pour;[];[];[];[];[];[];[]
exercer;[exercer];[VINF];[exercer];[];[];[];[]
des;[];[];[];[];[];[];[]
violences;[violences];[NC];[violence];[];[];[];[]
à;[];[];[];[];[];[];[]
l'égard;[égard];[NC];[égard];[];[];[];[]
des;[];[];[];[];[];[];[]
forces;[forces];[NC];[force];[];[];[];[]
de;[];[];[];[];[];[];[]
l'ordre;[ordre];[NC];[ordre];[];[];[];[]
,;[];[];[];[];[];[];[]
dégrader;[dégrader];[VINF];[dégrader];[];[];[];[]
des;[];[];[];[];[];[];[]
locaux;[locaux];[ADJ];[local];[];[];[];[]
commerciaux;[commerciaux];[ADJ];[commercial];[];[];[];[]
et;[];[];[];[];[];[];[]
tenter;[tenter];[VINF];[tenter];[];[];[];[]
de;[];[];[];[];[];[];[]
bloquer;[bloquer];[VINF];[bloquer];[];[];[];[]
les;[];[];[];[];[];[];[]
accès;[accès];[NC];[accès];[];[];[];[]
la;[];[];[];[];[];[];[]
ville;[ville];[NC];[ville];[];[];[];[]
.;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
Mila;[mila];[NPP];[mila];[];[];[];[]
,;[];[];[];[];[];[];[]
l’adolescente;[adolescente];[NC];[adolescent];[];[];[];[]
iséroise;[iséroise];[ADJ];[iséroise];[];[];[];[]
cible;[cible];[NC];[cible];[];[];[];[]
de;[];[];[];[];[];[];[]
menaces;[menaces];[NC];[menace];[];[];[];[]
de;[];[];[];[];[];[];[]
mort;[mort];[NC];[mort];[];[];[];[]
après;[];[];[];[];[];[];[]
des;[];[];[];[];[];[];[]
propos;[propos];[N];[propos];[];[];[];[]
sur;[];[];[];[];[];[];[]
l’islam;[islam];[NC];[islam];[];[];[];[]
en;[];[];[];[];[];[];[]
janvier;[janvier];[NC];[janvier];[];[];[];[]
,;[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
été;[été];[VPP];[être];[];[];[];[]
à;[];[];[];[];[];[];[]
nouveau;[nouveau];[ADJ];[nouveau];[];[];[];[]
visée;[visée];[VPP];[visée];[];[];[];[]
par;[];[];[];[];[];[];[]
des;[];[];[];[];[];[];[]
menaces;[menaces];[NC];[menace];[];[];[];[]
à;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
suite;[suite];[N];[suite];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
publication;[publication];[NC];[publication];[];[];[];[]
ce;[];[];[];[];[];[];[]
week;[week];[ET];[week];[];[];[];[]
-;[];[];[];[];[];[];[]
end;[end];[ET];[end];[];[];[];[]
d’une;[];[];[];[];[];[];[]
vidéo;[vidéo];[ADJ];[vidéo];[];[];[];[]
sur;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
réseaux;[réseaux];[NC];[réseau];[];[];[];[]
sociaux;[sociaux];[ADJ];[social];[];[];[];[]
où;[];[];[];[];[];[];[]
elle;[];[];[];[];[];[];[]
s;[];[];[];[];[];[];[]
’;[];[];[];[];[];[];[]
en;[];[];[];[];[];[];[]
prend;[prend];[V];[prendre];[];[];[];[]
à;[];[];[];[];[];[];[]
ses;[];[];[];[];[];[];[]
détracteurs;[détracteurs];[NC];[détracteur];[];[];[];[]
dans;[];[];[];[];[];[];[]
des;[];[];[];[];[];[];[]
termes;[termes];[NC];[terme];[];[];[];[]
assez;[];[];[];[];[];[];[]
crus;[crus];[NC];[croire];[];[];[];[]
.;[];[];[];[];[];[];[]
Elle;[];[];[];[];[];[];[]
réagit;[réagit];[V];[réagir];[];[];[];[]
dans;[];[];[];[];[];[];[]
un;[];[];[];[];[];[];[]
communiqué;[communiqué];[NC];[communiqué];[];[];[];[]
.;[];[];[];[];[];[];[]
?;[];[];[];[];[];[];[]
Une;[];[];[];[];[];[];[]
antenne;[antenne];[NC];[antenne];[];[];[];[]
relais;[relais];[NC];[relais];[];[];[];[]
partiellement;[];[];[];[];[];[];[]
incendiée;[incendiée];[ADJ];[incendier];[];[];[];[]
à;[];[];[];[];[];[];[]
La;[];[];[];[];[];[];[]
Chapelle;[chapelle];[N];[chapelle];[];[];[];[]
-;[];[];[];[];[];[];[]
de-Surieu;[];[];[];[];[];[];[]
Une;[];[];[];[];[];[];[]
antenne;[antenne];[NC];[antenne];[];[];[];[]
relais;[relais];[NC];[relais];[];[];[];[]
de;[];[];[];[];[];[];[]
téléphonie;[téléphonie];[NC];[téléphonie];[];[];[];[]
mobile;[mobile];[NC];[mobile];[];[];[];[]
a;[];[];[];[];[];[];[]
été;[été];[VPP];[être];[];[];[];[]
la;[];[];[];[];[];[];[]
cible;[cible];[NC];[cible];[];[];[];[]
d‘incendiaires;[incendiaires];[ADJ];[incendiaire];[];[];[];[]
à;[];[];[];[];[];[];[]
La;[];[];[];[];[];[];[]
Chapelle;[chapelle];[N];[chapelle];[];[];[];[]
-;[];[];[];[];[];[];[]
de-Surieu;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Selon;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
informations;[informations];[NC];[information];[];[];[];[]
du;[];[];[];[];[];[];[]
Dauphiné;[dauphiné];[NPP];[dauphiné];[];[];[];[]
libéré;[libéré];[VPP];[libérer];[];[];[];[]
,;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
auteurs;[auteurs];[NC];[auteur];[];[];[];[]
ont;[ont];[V];[avoir];[];[];[];[]
incendié;[incendié];[VPP];[incendier];[];[];[];[]
la;[];[];[];[];[];[];[]
base;[base];[N];[base];[];[];[];[]
de;[];[];[];[];[];[];[]
l’antenne;[antenne];[NC];[antenne];[];[];[];[]
,;[];[];[];[];[];[];[]
causant;[causant];[VPR];[causer];[];[];[];[]
des;[];[];[];[];[];[];[]
dégâts;[dégâts];[NC];[dégât];[];[];[];[]
sur;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
câbles;[câbles];[ADJ];[câble];[];[];[];[]
qui;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
sous;[];[];[];[];[];[];[]
l’effet;[effet];[NC];[effet];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
chaleur;[chaleur];[NC];[chaleur];[];[];[];[]
,;[];[];[];[];[];[];[]
ont;[ont];[V];[avoir];[];[];[];[]
fondu;[fondu];[VPP];[fondre];[];[];[];[]
.;[];[];[];[];[];[];[]
Jean;[jean];[N];[jean];[jean];[];[];[]
Castex;[castex];[NPP];[castex];[castex];[];[];[]
l'avait;[avait];[V];[avoir];[];[];[];[]
laissé;[laissé];[NC];[laisser];[];[];[];[]
entendre;[entendre];[V];[entendre];[];[];[];[]
lors;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
sa;[];[];[];[];[];[];[]
conférence;[conférence];[N];[conférence];[];[];[];[]
de;[];[];[];[];[];[];[]
presse;[presse];[NC];[presse];[];[];[];[]
du;[];[];[];[];[];[];[]
12;[];[];[];[];[];[];[]
novembre;[novembre];[NC];[novembre];[];[];[];[]
,;[];[];[];[];[];[];[]
Olivier;[olivier];[NPP];[olivier];[olivier];[];[];[]
Véran;[véran];[NPP];[véran];[véran];[];[];[]
l';[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
confirmé;[confirmé];[VPP];[confirmer];[];[];[];[]
ce;[];[];[];[];[];[];[]
mardi;[mardi];[NC];[mardi];[];[];[];[]
matin;[matin];[NC];[matin];[];[];[];[]
,;[];[];[];[];[];[];[]
au;[];[];[];[];[];[];[]
lendemain;[lendemain];[NC];[lendemain];[];[];[];[]
de;[];[];[];[];[];[];[]
l'interview;[interview];[NC];[interview];[];[];[];[]
à;[];[];[];[];[];[];[]
notre;[];[];[];[];[];[];[]
journal;[journal];[NC];[journal];[];[];[];[]
dans;[];[];[];[];[];[];[]
laquelle;[];[];[];[];[];[];[]
il;[];[];[];[];[];[];[]
disait;[disait];[V];[dire];[];[];[];[]
regretter;[regretter];[VINF];[regretter];[];[];[];[]
les;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
incertitudes;[incertitudes];[NC];[incertitude];[];[];[];[]
insupportables;[insupportables];[ADJ];[insupportable];[];[];[];[]
pour;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
Français;[français];[NC];[français];[];[];[];[]
;[];[];[];[];[];[];[]
:;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
attestations;[attestations];[NC];[attestation];[];[];[];[]
de;[];[];[];[];[];[];[]
déplacement;[déplacement];[NC];[déplacement];[];[];[];[]
ne;[];[];[];[];[];[];[]
seront;[seront];[V];[être];[];[];[];[]
pas;[];[];[];[];[];[];[]
supprimées;[supprimées];[VPP];[supprimer];[];[];[];[]
le;[];[];[];[];[];[];[]
mardi;[mardi];[NC];[mardi];[];[];[];[]
1er;[er];[NC];[er];[];[];[];[]
décembre;[décembre];[NC];[décembre];[];[];[];[]
,;[];[];[];[];[];[];[]
jour;[jour];[NC];[jour];[];[];[];[]
qui;[];[];[];[];[];[];[]
aurait;[aurait];[V];[avoir];[];[];[];[]
pu;[pu];[VPP];[pouvoir];[];[];[];[]
marquer;[marquer];[VINF];[marquer];[];[];[];[]
le;[];[];[];[];[];[];[]
début;[début];[NC];[début];[];[];[];[]
du;[];[];[];[];[];[];[]
déconfinement;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Interrogé;[interrogé];[VPP];[interrogé];[];[];[];[]
sur;[];[];[];[];[];[];[]
BFM;[bfm];[NPP];[bfm];[];[bfm];[];[]
TV;[tv];[NC];[tv];[];[];[];[]
sur;[];[];[];[];[];[];[]
l'éventuelle;[éventuelle];[ADJ];[éventuel];[];[];[];[]
prolongation;[prolongation];[NC];[prolongation];[];[];[];[]
des;[];[];[];[];[];[];[]
attestations;[attestations];[NC];[attestation];[];[];[];[]
jusqu;[jusqu];[VPP];[jusqu];[];[];[];[]
';[];[];[];[];[];[];[]
à;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
fin;[fin];[NC];[fin];[];[];[];[]
de;[];[];[];[];[];[];[]
l'année;[année];[NC];[année];[];[];[];[]
,;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
ministre;[ministre];[N];[ministre];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
Santé;[santé];[NC];[santé];[];[];[];[]
a;[];[];[];[];[];[];[]
d'abord;[abord];[N];[abord];[];[];[];[]
botté;[botté];[VPP];[botter];[];[];[];[]
en;[];[];[];[];[];[];[]
touche;[touche];[V];[toucher];[];[];[];[]
:;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
Si;[];[];[];[];[];[];[]
j';[];[];[];[];[];[];[]
étais;[étais];[NC];[être];[];[];[];[]
capable;[capable];[ADJ];[capable];[];[];[];[]
de;[];[];[];[];[];[];[]
répondre;[répondre];[VINF];[répondre];[];[];[];[]
à;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
question;[question];[NC];[question];[];[];[];[]
,;[];[];[];[];[];[];[]
bien;[];[];[];[];[];[];[]
qu'elle;[];[];[];[];[];[];[]
soit;[];[];[];[];[];[];[]
parfaitement;[];[];[];[];[];[];[]
légitime;[légitime];[ADJ];[légitime];[];[];[];[]
,;[];[];[];[];[];[];[]
c'est;[est];[V];[être];[];[];[];[]
que;[];[];[];[];[];[];[]
je;[];[];[];[];[];[];[]
serais;[serais];[V];[être];[];[];[];[]
doté;[doté];[VPP];[doter];[];[];[];[]
de;[];[];[];[];[];[];[]
capacités;[capacités];[NC];[capacité];[];[];[];[]
de;[];[];[];[];[];[];[]
voir;[voir];[VINF];[voir];[];[];[];[]
dans;[];[];[];[];[];[];[]
l'avenir;[avenir];[NC];[avenir];[];[];[];[]
.;[];[];[];[];[];[];[]
Donc;[];[];[];[];[];[];[]
moi;[];[];[];[];[];[];[]
je;[];[];[];[];[];[];[]
préfère;[préfère];[V];[préférer];[];[];[];[]
donner;[donner];[V];[donner];[];[];[];[]
des;[];[];[];[];[];[];[]
réponses;[réponses];[NC];[réponse];[];[];[];[]
fermes;[fermes];[ADJ];[fermer];[];[];[];[]
aux;[];[];[];[];[];[];[]
Français;[français];[NC];[français];[];[];[];[]
;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Avant;[];[];[];[];[];[];[]
d'enchaîner;[enchaîner];[VINF];[enchaîner];[];[];[];[]
par;[];[];[];[];[];[];[]
une;[];[];[];[];[];[];[]
réponse;[réponse];[NC];[réponse];[];[];[];[]
ferme;[];[];[];[];[];[];[]
:;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
Les;[];[];[];[];[];[];[]
autorisations;[autorisations];[NC];[autorisation];[];[];[];[]
de;[];[];[];[];[];[];[]
circuler;[circuler];[VINF];[circuler];[];[];[];[]
ne;[];[];[];[];[];[];[]
seront;[seront];[V];[être];[];[];[];[]
pas;[];[];[];[];[];[];[]
supprimées;[supprimées];[VPP];[supprimer];[];[];[];[]
le;[];[];[];[];[];[];[]
1er;[er];[NC];[er];[];[];[];[]
décembre;[décembre];[NC];[décembre];[];[];[];[]
;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
Mon;[];[];[];[];[];[];[]
petit;[petit];[ADJ];[petit];[];[];[];[]
,;[];[];[];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
-;[];[];[];[];[];[];[]
ce;[];[];[];[];[];[];[]
qu'on;[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
une;[];[];[];[];[];[];[]
chance;[chance];[NC];[chance];[];[];[];[]
de;[];[];[];[];[];[];[]
te;[];[];[];[];[];[];[]
voir;[voir];[VINF];[voir];[];[];[];[]
à;[];[];[];[];[];[];[]
Noël;[noël];[NPP];[noël];[];[];[];[]
?;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
Réinterrogé;[réinterrogé];[VPP];[réinterrogé];[];[];[];[]
sur;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
vacances;[vacances];[NC];[vacance];[];[];[];[]
de;[];[];[];[];[];[];[]
Noël;[noël];[NPP];[noël];[];[];[];[]
,;[];[];[];[];[];[];[]
Olivier;[olivier];[NPP];[olivier];[olivier];[];[];[]
Véran;[véran];[NPP];[véran];[véran];[];[];[]
a;[];[];[];[];[];[];[]
évoqué;[évoqué];[VPP];[évoquer];[];[];[];[]
le;[];[];[];[];[];[];[]
cas;[cas];[NC];[cas];[];[];[];[]
de;[];[];[];[];[];[];[]
sa;[];[];[];[];[];[];[]
famille;[famille];[NC];[famille];[];[];[];[]
,;[];[];[];[];[];[];[]
restée;[restée];[VPP];[rester];[];[];[];[]
dans;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
région;[région];[NC];[région];[];[];[];[]
grenobloise;[grenobloise];[ADJ];[grenobloise];[];[];[];[]
:;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
Mes;[mes];[NC];[mes];[];[];[];[]
parents;[parents];[NC];[parent];[];[];[];[]
m;[];[];[];[];[];[];[]
';[];[];[];[];[];[];[]
ont;[ont];[V];[avoir];[];[];[];[]
appelé;[appelé];[VPP];[appeler];[];[];[];[]
,;[];[];[];[];[];[];[]
ils;[];[];[];[];[];[];[]
sont;[sont];[V];[être];[];[];[];[]
des;[];[];[];[];[];[];[]
Français;[français];[NC];[français];[];[];[];[]
,;[];[];[];[];[];[];[]
ils;[];[];[];[];[];[];[]
se;[];[];[];[];[];[];[]
posent;[posent];[V];[poser];[];[];[];[]
la;[];[];[];[];[];[];[]
même;[];[];[];[];[];[];[]
question;[question];[NC];[question];[];[];[];[]
que;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
Français;[français];[NC];[français];[];[];[];[]
et;[];[];[];[];[];[];[]
ils;[];[];[];[];[];[];[]
ont;[ont];[V];[avoir];[];[];[];[]
parfaitement;[];[];[];[];[];[];[]
raison;[raison];[N];[raison];[];[];[];[]
.;[];[];[];[];[];[];[]
Ils;[];[];[];[];[];[];[]
m;[];[];[];[];[];[];[]
';[];[];[];[];[];[];[]
ont;[ont];[V];[avoir];[];[];[];[]
dit;[dit];[V];[dire];[];[];[];[]
:;[];[];[];[];[];[];[]
';[];[];[];[];[];[];[]
mon;[];[];[];[];[];[];[]
petit;[petit];[ADJ];[petit];[];[];[];[]
,;[];[];[];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
-;[];[];[];[];[];[];[]
ce;[];[];[];[];[];[];[]
qu'on;[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
une;[];[];[];[];[];[];[]
chance;[chance];[NC];[chance];[];[];[];[]
de;[];[];[];[];[];[];[]
te;[];[];[];[];[];[];[]
voir;[voir];[VINF];[voir];[];[];[];[]
à;[];[];[];[];[];[];[]
Noël;[noël];[NPP];[noël];[];[];[];[]
et;[];[];[];[];[];[];[]
comment;[comment];[ADVWH];[comment];[];[];[];[]
on;[];[];[];[];[];[];[]
commence;[commence];[V];[commencer];[];[];[];[]
à;[];[];[];[];[];[];[]
s;[];[];[];[];[];[];[]
';[];[];[];[];[];[];[]
organiser;[organiser];[VINF];[organiser];[];[];[];[]
?;[];[];[];[];[];[];[]
';[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
a-t-il;[];[];[];[];[];[];[]
raconté;[raconté];[VPP];[raconter];[];[];[];[]
.;[];[];[];[];[];[];[]
C'est;[est];[V];[être];[];[];[];[]
un;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
VRAI;[vrai];[ADJ];[vrai];[];[vrai];[];[]
supplice;[supplice];[NC];[supplice];[];[];[];[]
;[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
réagi;[réagi];[VPP];[réagir];[];[];[];[]
mardi;[mardi];[NC];[mardi];[];[];[];[]
matin;[matin];[NC];[matin];[];[];[];[]
Thierry;[thierry];[NPP];[thierry];[];[];[thierry];[]
Grégoire;[grégoire];[NC];[grégoire];[];[];[];[]
,;[];[];[];[];[];[];[]
président;[président];[NC];[président];[];[];[];[]
de;[];[];[];[];[];[];[]
l’Union;[union];[NC];[union];[];[];[union];[]
des;[];[];[];[];[];[];[]
métiers;[métiers];[NC];[métier];[];[];[];[]
des;[];[];[];[];[];[];[]
industries;[industries];[NC];[industrie];[];[];[];[]
de;[];[];[];[];[];[];[]
l’hôtellerie;[hôtellerie];[NC];[hôtellerie];[];[];[];[]
(;[];[];[];[];[];[];[]
Umih;[umih];[I];[umih];[];[];[];[]
);[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Selon;[];[];[];[];[];[];[]
Franceinfo;[franceinfo];[NPP];[franceinfo];[];[franceinfo];[];[]
,;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
gouvernement;[gouvernement];[NC];[gouvernement];[];[];[];[]
n'envisage;[envisage];[V];[envisager];[];[];[];[]
pas;[];[];[];[];[];[];[]
